Event	ID	Name			Wwise Object Path	Notes
	561608359	Play_sfx_hero_dialogue			\Default Work Unit\sfx\hero\Play_sfx_hero_dialogue	
	874347577	Play_sfx_UI_tileSelect_move			\Default Work Unit\sfx\UI\Play_sfx_UI_tileSelect_move	
	1026789612	Play_sfx_hen_death			\Default Work Unit\sfx\hen\Play_sfx_hen_death	
	1109489390	Play_sfx_boss_dialogue			\Default Work Unit\sfx\Play_sfx_boss_dialogue	
	1309749098	Play_sfx_UI_tileSelect_confirm			\Default Work Unit\sfx\UI\Play_sfx_UI_tileSelect_confirm	
	1408733697	Play_sfx_UI_confirm			\Default Work Unit\sfx\UI\Play_sfx_UI_confirm	
	1498969835	Play_sfx_UI_pause			\Default Work Unit\sfx\UI\Play_sfx_UI_pause	
	1677849343	Play_sfx_hen_flap			\Default Work Unit\sfx\hen\Play_sfx_hen_flap	
	1765674410	Play_sfx_hero_hurt			\Default Work Unit\sfx\hero\Play_sfx_hero_hurt	
	2092053050	Play_sfx_hen_build			\Default Work Unit\sfx\hen\Play_sfx_hen_build	
	2131713793	Play_sfx_hero_jump			\Default Work Unit\sfx\hero\Play_sfx_hero_jump	
	2160761097	Play_sfx_hero_death			\Default Work Unit\sfx\hero\Play_sfx_hero_death	
	2484137795	Play_sfx_UI_select			\Default Work Unit\sfx\UI\Play_sfx_UI_select	
	3056227168	Play_sfx_UI_unpause			\Default Work Unit\sfx\UI\Play_sfx_UI_unpause	
	3907100140	Stop_sfx_hen_build			\Default Work Unit\sfx\hen\Stop_sfx_hen_build	
	4212917052	Play_sfx_hen_dialogue			\Default Work Unit\sfx\hen\Play_sfx_hen_dialogue	
	4293832567	Play_sfx_hen_buildComplete			\Default Work Unit\sfx\hen\Play_sfx_hen_buildComplete	

Effect plug-ins	ID	Name	Type				Notes
	535667444	Bathroom1	Wwise Matrix Reverb			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	141881	sfx_UI_tileSelect_move_1	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx\UI\sfx_UI_tileSelect_move_1_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\UI\sfx_UI_tileSelect_move\sfx_UI_tileSelect_move_1		13909
	9371666	sfx_hen_dialogue_1	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx\hen\sfx_hen_dialogue_1_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\hen\sfx_hen_dialogue\sfx_hen_dialogue_1		17395
	30150515	sfx_hero_death	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx_hero_death_AC51FF99.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\hero\sfx_hero_death\sfx_hero_death		27513
	53548733	sfx_hen_build_4	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx_hen_build_4_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\hen\sfx_hen_build\sfx_hen_build_4		130515
	56766801	sfx_hen_flap_2	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx_hen_flap_2_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\hen\sfx_hen_flap\sfx_hen_flap_2		6879
	60052066	sfx_hen_death_1	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx_hen_death_1_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\hen\sfx_hen_death\sfx_hen_death_1		7496
	75743225	sfx_hero_hurt_05	Y:\Code\Unity\GMTK-2023\GMTK-2023_WwiseProject\.cache\iOS\SFX\sfx_hero_hurt_4C91A657.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\hero\sfx_hero_hurt\sfx_hero_hurt_05		9354
